,Query,Sentiment_Level
100,Delta South South Airtel 3G The quality is the best for me compared to other service providers.,4
102,Lagos South West MTN 3G Very Good ,4
85,Lagos South West Globacom 4G The network needs to do more in customer relation. Imagine not having network for a while and the company is acting like nothing happened ,4
102,Lagos South West MTN 3G Very Good ,4
151,"Ondo South West MTN 4G Fairly average network and downloading speeds, not even up to half of the advertised expected speed.. but overall its decent enough for basic downloads and internet operations.. calls are clear and text messages go through. ",4
105,Ogun South West MTN 4G Good but not excellent ,4
61,"Edo South South MTN 4G Excellent, but at times it fluctuates ",4
200,Osun South West MTN 3G It is manageable and works for more.,4
217,Rivers South South MTN 4G Reliable if using above 4G broadband ,4
189,Ondo South West Globacom 4G Satisfactory quality of service that works real good.,4
267,Abuja North Central Airtel 4G Very good to use. Reliable and smooth,4
91,Delta South South MTN 4G It fast & reliable,4
263,"Abuja North Central Globacom 3G We can call and text okay but I think browsing strength needs more work. All the same, this is okay on an average scale",4
56,Oyo South West MTN 4G Satisfactory network quality.,4
59,Abuja North Central MTN 4G The quality of service is great,4
137,Oyo South West Globacom 4G They have a very good service however it fluctuates in my environment.,4
53,Ekiti South West MTN 4G It’s better but needed to be evenly distributed across all areas  ,4
105,Ogun South West MTN 4G Good but not excellent ,4
288,Ogun South West Globacom 4G Globacom are actually trying and doing their best,4
110,Oyo South West MTN 4G The quality of service is good but once in a while it does fluctuate especially whenever it’s rainy.,4
40,"Lagos South West MTN 4G The network service is okay, I don't experience much lags or issues when making calls or sending text messages. When using my internet, it's not too bad either. Overall, the network is stable",4
44,"Lagos South West MTN 4G The network is efficient, it only when rain falls or weather is cloudy the the network is always affected.",4
81,Enugu South East MTN 4G Umm... It's a nice ISP network,4
8,Ogun South West MTN 3G Not too good for browsing. It cuts off sometimes and is very slow almost every time.,4
130,Delta South South MTN 4G Basically I'll give it a passmark. I actually believe my Globacom will be better at the cost of subscription but it's network isn't so very available especially during this rainy seasons. Thanks 👍,4
13,Ondo South West MTN 4G It is good but sometimes annoying,4
47,"Ondo South West MTN 4G It’s not bad, it can be better ",4
220,"Lagos South West Airtel 4G Their charges are too high, their data cost too is too high",4
137,Oyo South West Globacom 4G They have a very good service however it fluctuates in my environment.,4
189,Ondo South West Globacom 4G Satisfactory quality of service that works real good.,4
30,"Osun South West MTN 3G The network is just cool over there, when there's no rainfall tho",4
186,Ogun South West MTN 3G Mtn tries very well even though I am not all that satisfied.,4
241,Lagos South West MTN 4G Mtn is far better than most service provider,4
47,"Ondo South West MTN 4G It’s not bad, it can be better ",4
174,Ondo South West MTN 4G Never stop improving.,4
270,Abuja North Central 9mobile 4G This part of 9mobile isn't disappointing at least. It is very ok,4
190,Ondo South West Globacom 3G Good enough for daily operations.,4
66,"Ogun South West MTN 4G It has always been quite okay, until recently.",4
72,Anambra South East MTN 4G Mtn has a very good network stability everywhere you go but their services are costly.,4
21,Lagos South West MTN 4G Manageable ,4
234,Ondo South West MTN 4G MTN is so far the best sim in Nigeria as of now. The only issue I experience with them is getting to subscribe for a package I didn't give consent.,4
91,Delta South South MTN 4G It fast & reliable,4
232,Ondo South West MTN 4G The quality of service is okay and can be recommended for new users ,4
21,Lagos South West MTN 4G Manageable ,4
142,"Ogun South West MTN 4G The quality of service is not very bad, it does the necessary and important things needed of it. ",4
150,"Ogun South West Globacom 4G It's not that bad ,but sometimes network fuck up ,it doesn't happen frequently but just once in a blue moon",4
116,"Ondo South West Globacom 4G It's actually ok.,but sometimes it can be a bit frustrating ",4
72,Anambra South East MTN 4G Mtn has a very good network stability everywhere you go but their services are costly.,4
234,Ondo South West MTN 4G MTN is so far the best sim in Nigeria as of now. The only issue I experience with them is getting to subscribe for a package I didn't give consent.,4
267,Abuja North Central Airtel 4G Very good to use. Reliable and smooth,4
97,Lagos South West Airtel 4G It sometimes goes off while using the internet. But it is okay.,4
264,Abuja North Central Globacom 4G Fast and reliable,4
155,"Ondo South West MTN 4G MTN is actually very good in most circumstances but in my experience, it had made me lose some big opportunities but their is still better compared to Glo or Airtel. ",4
70,Anambra South East Airtel 4G Good ,4
154,Ondo South West MTN 3G It is good expect for data that finish quickly,4
50,Other North Central MTN 4G Basically my sim gets me through my internet  needs and makes calls clearly ,4
181,"Anambra South East MTN 4G The sim is good and easy to use, no big problem associated with it.",4
86,"Lagos South West MTN 4G The quality of service is good, but once in a while, the network becomes really frustrating and sometimes i have to restart my device over and over ",4
215,"Akwa-Ibom South South Airtel 4G Fast for calls, low sms charges and good for browsing",4
191,Ogun South West Globacom 4G Satisfactory quality of service,4
234,Ondo South West MTN 4G MTN is so far the best sim in Nigeria as of now. The only issue I experience with them is getting to subscribe for a package I didn't give consent.,4
74,Delta South South Airtel 3G It's excellent,4
32,"Osun South West Airtel 4G Airtel data network is good
But it do give me issues when calling ",4
104,"Lagos South West Airtel 4G The service is fair, but consumes data a lot",4
90,Ondo South West MTN 4G Still need to do more,4
16,Lagos South West Others 4G I use Glo sim..but whenever it's raining there is always no network.,4
208,"Ondo South West MTN 4G Good, MTN is quite reliable... sometimes silly.",4
168,Lagos South West Globacom 4G I love Glo,4
105,Ogun South West MTN 4G Good but not excellent ,4
68,Lagos South West MTN 4G MTN performs very well in my location ,4
160,Delta South South MTN 4G Good,4
24,"Lagos South West Airtel 4G They are improving Alot, even when there's a storm, one can still access the internet comfortably. ",4
135,Other North Central MTN 4G It’s very strong but there are fluctuations from area to area,4
79,Enugu South East Globacom 4G Glo network is Good here in Enugu(Akpugo) but if it's raining or windy network becomes bad.,4
15,Ogun South West MTN 4G Good ,4
86,"Lagos South West MTN 4G The quality of service is good, but once in a while, the network becomes really frustrating and sometimes i have to restart my device over and over ",4
157,Ogun South West MTN 4G Needs improvement,4
53,Ekiti South West MTN 4G It’s better but needed to be evenly distributed across all areas  ,4
241,Lagos South West MTN 4G Mtn is far better than most service provider,4
110,Oyo South West MTN 4G The quality of service is good but once in a while it does fluctuate especially whenever it’s rainy.,4
26,Lagos South West Airtel 4G It's does good most times ,4
217,Rivers South South MTN 4G Reliable if using above 4G broadband ,4
69,Lagos South West MTN 4G I only have issues with the internet provider. It is sometimes slow especially when rain falls,4
154,Ondo South West MTN 3G It is good expect for data that finish quickly,4
226,Lagos South West MTN 3G Satisfactory ,4
218,"Lagos South West MTN 4G MTN Network is perfect at times though can be a bit frustrating atimes
",4
148,"Ogun South West MTN 3G It's less stressful, but sometimes the weather makes it's very bad(rainy days).",4
70,Anambra South East Airtel 4G Good ,4
110,Oyo South West MTN 4G The quality of service is good but once in a while it does fluctuate especially whenever it’s rainy.,4
191,Ogun South West Globacom 4G Satisfactory quality of service,4
86,"Lagos South West MTN 4G The quality of service is good, but once in a while, the network becomes really frustrating and sometimes i have to restart my device over and over ",4
260,Abuja North Central MTN 3G Quite satisfying and I recommend for anyone in this location,4
288,Ogun South West Globacom 4G Globacom are actually trying and doing their best,4
263,"Abuja North Central Globacom 3G We can call and text okay but I think browsing strength needs more work. All the same, this is okay on an average scale",4
