Query,Sentiment_Level
Lagos South West MTN 4G Fair,3
Ondo South West 9mobile 4G The Internet access provided by this provider is worse ,1
"Ondo South West MTN 4G MTN is actually very good in most circumstances but in my experience, it had made me lose some big opportunities but their is still better compared to Glo or Airtel. ",4
"Ondo South West Airtel 4G Well, the network seems fair considering the things I use it for.",3
Rivers South South Globacom 3G This is a very useless service and they should just stop operations already.,1
Adamawa North East Airtel 2G Does not deserve to be used. I would always hate it,0
"Lagos South West Airtel 4G The service is fair, but consumes data a lot",4
Adamawa North East Globacom 2G Very poor. Do not use!!,0
"Abuja North Central 9mobile 2G I would give this network a 0 today, tomorrow and forever. I hate it.",0
Lagos South West MTN 4G MTN is good but it doesn't work in most places.,3
Ogun South West Globacom 3G Mostly it's very bad 😭,2
Ondo South West 9mobile 4G The service is quite terrible generally in this area compare to other network ,0
"Oyo South West MTN 4G Well, it's been the best so far. No problem and the network is very fast ",4
Ogun South West MTN 4G The network is very poor even with the 4g,1
Abia South East 9mobile 3G I hate 9 mobile for real. Very bad quality of service.,1
Adamawa North East Globacom 2G Very poor. Do not use!!,0
"Osun South West MTN 4G The network is really poor, the only time I actually enjoy browsing is around 1am and it goes back to being rubbish at 6am.",2
Abia South East Globacom Other Very great. Really works awesomely.,5
Abia South East 9mobile 2G This is the poorest network service using provider that I've ever used. TRASH,0
Ondo South West Globacom 3G Calling and texting is manageable but I just so hate The browsing aspects. Very slow and annoying.,2
Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
Oyo South West MTN 3G I experience a lot of Network Fluctuations in my area and it's so bad I stopped using it for data anymore. ,3
Adamawa North East MTN 2G This particular traffic type is not good to use. Should not even be in existence over here.,1
"Oyo South West Globacom 4G My user experience is dependent on my location, even within a location. Take for instance, I might have to leave my room for the kitchen because the network there would probably be better.
 It's so bad that you leave a chair in the sitting room  for another chair in that same sitting room, or you place your phone on your head to tap network..lol

It's a fact also that one network is better in a particular geographical location than the other. Take for instance, I'd prefer to use Glo in Ife and MTN in Ibadan because of where I stay in both places.

In all, the quality of service is frustrating, and the usage is expensive because it's data consuming ",3
Abuja North Central MTN 4G The quality of service is great,4
Adamawa North East Globacom 2G Very poor. Do not use!!,0
Ondo South West MTN 4G It hurts to see and know that MTN of south Africa is better than GLO Nigeria and other network combined....,5
"Lagos South West MTN 4G MTN Network is perfect at times though can be a bit frustrating atimes
",4
Akwa-Ibom South South 9mobile 3G 9mobile is the wrost sim... ,1
Lagos South West MTN Other The service is manageable.,4
"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
Oyo South West MTN 4G In all network mtn is the best,0
Lagos South West Airtel 4G Airtel is the best network. I swear I've been using just one sim since 5years yeah. ,5
Ogun South West MTN 4G It’s actually okay no cap,5
"Ondo South West 9mobile 3G For calls and texts, 9mobile is not too bad. There are tines when I'm unable to use my sim for several days though. For internet browsing however, the quality of service is almost nothing to write home about. ",2
Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
Oyo South West MTN 4G In all network mtn is the best,0
Ondo South West MTN 4G It is good but sometimes annoying,4
Ondo South West MTN 4G It’s Nice but I will love their network be evenly sufficient in all areas ,3
Oyo South West MTN 3G It is amazing ,5
Akwa-Ibom South South 9mobile 3G 9mobile is the wrost sim... ,1
Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
Abuja North Central Airtel 4G Very good to use. Reliable and smooth,4
Lagos South West Airtel 4G They are trying their best.,3
Oyo South West MTN 4G In all network mtn is the best,0
"Abuja North Central Globacom 3G We can call and text okay but I think browsing strength needs more work. All the same, this is okay on an average scale",4
"Abuja North Central 9mobile 2G I would give this network a 0 today, tomorrow and forever. I hate it.",0
Oyo South West MTN 4G In all network mtn is the best,0
Lagos South West MTN 4G MTN performs very well in my location ,4
Adamawa North East Airtel 2G Does not deserve to be used. I would always hate it,0
Ondo South West MTN 4G I guess they are tired of been network provider,1
"Ondo South West MTN 4G Not really enjoying the value of what I invest in my network, network failure at some point, and slow network at another point, sometimes it is okay, but never at the best",3
Lagos South West Airtel 3G Very poor network,3
Abia South East 9mobile 4G An average performance from 9mobile. Below average and it is not good when compared to other networks.,3
Lagos South West MTN 4G I only have issues with the internet provider. It is sometimes slow especially when rain falls,4
Ogun South West MTN 4G Very good QoS from MTN's 4G in Ogun state,5
"Osun South West MTN 4G The network is really poor, the only time I actually enjoy browsing is around 1am and it goes back to being rubbish at 6am.",2
Lagos South West MTN 4G It is a good network.,5
Abuja North Central Globacom 2G Very poor and annoying network service performance.,1
Abia South East MTN 2G Really poor service,3
Ogun South West MTN 4G The network is very poor even with the 4g,1
Abia South East 9mobile 2G This is the poorest network service using provider that I've ever used. TRASH,0
Ondo South West MTN 4G  I could recommend it,5
Delta South South Globacom 4G Reliable and strong,4
Delta South South MTN 4G Good,4
Adamawa North East 9mobile 2G Very bad network,0
Ondo South West 9mobile 4G The Internet access provided by this provider is worse ,1
Abuja North Central MTN 4G Awesome and fast.. I am in love with MTN,5
Ogun South West MTN 4G The network is very poor even with the 4g,1
"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
Abia South East MTN 3G Good quality..I am happy,5
Adamawa North East Globacom 2G Very poor. Do not use!!,0
Ogun South West Globacom 3G The network is sometimes frustrating ,2
Enugu South East Globacom 4G Awesome QoS from glo. Fast and enjoyable. I recommend.,5
Ogun South West Globacom 3G Glo is very bad here. I won't even recommend it to the devil,2
"Lagos South West Airtel 4G They are improving Alot, even when there's a storm, one can still access the internet comfortably. ",4
"Ondo South West MTN 4G Fairly average network and downloading speeds, not even up to half of the advertised expected speed.. but overall its decent enough for basic downloads and internet operations.. calls are clear and text messages go through. ",4
Adamawa North East 9mobile 2G Very bad network,0
Enugu South East Globacom 4G Awesome QoS from glo. Fast and enjoyable. I recommend.,5
Oyo South West MTN 4G In all network mtn is the best,0
Ondo South West MTN 4G It hurts to see and know that MTN of south Africa is better than GLO Nigeria and other network combined....,5
"Lagos South West Airtel 4G The service is fair, but consumes data a lot",4
"Abuja North Central 9mobile 2G I would give this network a 0 today, tomorrow and forever. I hate it.",0
Ondo South West MTN 3G I'm not pleased using the sim because it doesn't show service due to the fact that I'm still using 3g sim and my phone is 3g phone so I couldn't receive call all time.,3
Lagos South West MTN 4G Great,4
Ondo South West MTN 4G Still needs to do more,4
"Abuja North Central 9mobile 2G I would give this network a 0 today, tomorrow and forever. I hate it.",0
Ogun South West MTN 4G Very good QoS from MTN's 4G in Ogun state,5
Ondo South West 9mobile 4G The Internet access provided by this provider is worse ,1
"Lagos South West MTN 4G 40mb/s in Nigeria, if that should do.. ",5
Ogun South West MTN 4G The network is very poor even with the 4g,1
"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
Osun South West MTN 3G It is manageable and works for more.,4
Delta South South MTN 4G Very Strong network,5
Ogun South West Airtel 4G Get better ,3
Ogun South West Globacom 4G Very bad service,2
Oyo South West MTN 4G Satisfactory network quality.,4
Lagos South West MTN 4G Fair,3
Other Other MTN 2G MTN,1
Adamawa North East Airtel 2G Does not deserve to be used. I would always hate it,0
Ekiti South West MTN 4G It’s better but needed to be evenly distributed across all areas  ,4
Adamawa North East Globacom 2G Very poor. Do not use!!,0
"Abuja North Central 9mobile 2G I would give this network a 0 today, tomorrow and forever. I hate it.",0
"Ondo South West Globacom 3G Globacom's quality of service where I live and work is quite good. I am able to browse the internet, watch videos and even take virtual meetings with it.",4
Abia South East 9mobile 3G I hate 9 mobile for real. Very bad quality of service.,1
"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
